Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
937,Shorts Feminino Size Paete Cintura Alta Curto P Ao 52,4.3,7.0,6.0,short menina mulher look verão,roupa tik tok blogueirinha adulta,roupa para gordinha pluss P ao 52,primavera/verão,"Eu achei meu produto excelente,veste bem recomendo.","Muito lindo o shorts, eu uso tam g1 e comprei o g2 e ficou certinho, não é tão curto, tamanho ideal, ainda não lavei,mas aparentemente o tecido é bom. Recomendo a compra.
Se ajudar, eu tenho 1,64 de altura e peso 85 quilos.",Eu achei perfeito do jeito que queria ameiii.,+50,78.16,0.7407407407407406,0.000661084178052,0.0163934426229508,0.1147300569557654,710,136,7,50.0,0.0009095043201455,0.0009095043201455
969,Roupa Feminina Short Jeans Cintura Alta Hot Pant Com Lycra,4.4,29.0,11.0,gtz,jeans,Feminino,primavera/verão,"Perfeito, tenho 1,60m e peso 67kg, peguei tambanho 44 pois gosto mais largo e ficou muito bom.","Gostei dele ,e molinho é confortável!.",Muito lindo é dê ótima qualidade.,+100,79.19,0.777777777777778,0.003085059497576,0.0983606557377049,0.1164864772688516,347,75,7,100.0,0.0004547521600727,0.0300136425648021
972,Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3036.0,18.0,lupo,algodão,Masculino,outono/inverno,"As cuecas são boas; porém você percebe na costura que não são originais! já experimentei duas brancas, e o mesmo acontece com as duas, quando eu subo a cueca, ela dá um estralinho como se tivesse rasgado e quando olhei, soltou um pouco da costura de lado! tem que vestir com muito cuidado! fora isso, é uma replica muito bem feita da original! aaah. Não gostei muito do elastico de cima! é muito curtinho, queria q fosse maior. Mas resumindo: cueca bem confortavel, nao dobra e nem sobe.","Pelo preço promocional, com ctz tem algum defeito de fabricação. Pq não é normal furar a cueca na imenda na primeira vez que vc usa. Infelizmente isso aconteceu comigo e não foi só com uma cueca e sim com 3 unidades. Agora eu não sei o que é pior, perder 16 reais do valor da cueca usando ela apenas algumas horas ou ficar com a cueca furada no trabalho.","Serviram muito bem, porém é nítido que o pano não é algodão, e posso confirmar a diferença pois possuo o mesmo modelo de cuecas lupo que comprei em outra ocasião e comparando ambos os panos e costuras essa diferença fica notável.
Pelo custo beneficio e mesmo sendo um material diferente, aparenta valer a pena, porém, só o tempo (e algumas lavagens rs) irá dizer se é de qualidade.",+10mil,232.89,0.8148148148148148,0.3343984133979726,0.2131147540983606,0.3785853142798676,463,25,3,10000.0,0.0422919508867667,0.176443838108231
973,Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5688.0,20.0,zorba,algodão,Masculino,não definido,"O tecido é bom e são confortáveis. Só que a numeração não é precisa, visto 40 então tentei comprar a p conforme especificado no guia de tamanho. Porém, para minha sorte não tinha mais p disponível e eu comprei m. O resultado é que caiu perfeitamente. Então uma dica é comprar um tamanho maior. Antes deixar o bicho solto do quê sem ar.","Vendo comentários de outros consumidores vejo que quanto ao tamanho realmente há problemas; tenho 1. 85 e peso 88 kg, pedi o tamanho maior disponível, gg, e ficou um pouco apertado mesmo assim. Já comprei em lojas exatamente a mesma medida e dá pra notar a diferença. Mas no geral o produto é bom, só atentem para o tamanho.","Produto não é nem de longe original, tecido grosso e com pouco elastano.",+50mil,199.9,0.888888888888889,0.626597620096959,0.2459016393442623,0.3223287063879131,838,25,1,50000.0,0.0090950432014552,0.176443838108231
981,Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,332.0,10.0,celi,algodão,Sem gênero,não definido,Bom produto so uma resalva quando alguem for fazer o pedido pede um numero maior do que vc costuma usar exp. Se vc usa roupas g pede o macacao gg ou xg pra ficar com folga. No restante tudo certo.,Eu achei muito fino o tecido poderia ser mais grosso fui tirar uma abelha levei algumas ferruado.,Otimo.,+1000,166.21,0.6666666666666666,0.0364698104892022,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231
996,Calça Legging Fake Jeans Roupa Fitness Academia Kit 02 Peças,4.4,19.0,10.0,propria,elastano,Feminino,não definido,"Ótimo produto, excelente material acabamento perfeito.
Compraria novamente.","Infelizmente ficou grande, dei de presente pra minha mãe. Vou comprar tamanho menor.",Transparente. Mas fui na costureira e mandei fazer um forro por dentro. Ficou bom.,+50,99.1,0.777777777777778,0.001983252534156,0.0819672131147541,0.1504382524470516,630,62,1,50.0,0.0050022737608003,0.0045475216007276
1005,Kit 15 Cuecas Box Boxer Infantil Mallbeck De Microfibra.,4.1,45.0,6.0,cueca infantil-cueca para meninos-roupa íntima infantil-calcinha e cueca infantil-cueca boxer infantil-conjunto de cueca infantil-moda íntima infantil-cueca infantil atacada-cuecas divertidas para crianças-cueca infantil estampada-kit cuecas infantis,microfibra,Meninos,não definido,"Produto horrível, péssima qualidade.",Produto de péssima qualidade. Parece que é feito de papel.,"O tamanho é absurdamente maior q o esperado. Fala q a gg é para crianças de 7 a 8, todavia ela veste crianças de 10 a 12 facilmente.",+100,58.45,0.6666666666666666,0.004847950639048,0.0163934426229508,0.0811193342655434,209,101,1,100.0,0.0004547521600727,0.0300136425648021
1022,Conjunto Fitness Feminino Top Short Roupas P/ Academia A19,4.4,9.0,26.0,akorio,poliéster,Feminino,primavera/verão,Muito bonito e confortavel recomendo a todos no ml.,"Muito bom, não fica transparente e é super confortável. Não desbotou e nem diminuiu de tamanho depois que lavei, super recomendo.",Ficou maravilhoso o tamanho perfeito gostei muito.,+100,46.7,0.777777777777778,0.000881445570736,0.3442622950819672,0.0610825005968418,21,122,7,100.0,0.0045475216007276,0.1173260572987721
1028,Short Saia Jeans Plus Size Com Lycra Cós Alto Levanta Bumbum,4.5,41.0,6.0,wreis jeans,algodão,Feminino,primavera/verão,Na foto ele parece ser mais claro mais ainda assim é lindo e serviu perfeito eu uso tamanho 50 mais peguei 52 e serviu muito bem se pagasse o 50 ficaria apertado enfim. Muito lindo irei comprar outros modelos.,"Simplesmente perfeita linda de mais, todo mundo comenta quando vê ❤️.",Ficou perfeito.,+100,67.98,0.8148148148148148,0.00440722785368,0.0163934426229508,0.0973704853176904,825,25,7,100.0,0.0040927694406548,0.176443838108231
1035,Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429.0,30.0,lupo,microfibra,Masculino,primavera/verão,Excelente produto e muito durável. Não sei como vai ser pq este produto dura muito. Comprei novo conjunto depois de quase 3 anos. Então se você quiser esquecer de comprar cueca pelo menos por 3 anos este é o produto ideal.,"Já conhecia esse produto de alta qualidade e preço baixo, tenho uma cueca dessa a 5 anos e ainda vai servir por mais tempo kkk, as cuecas de poliamida da lupo são excelentes, já as de algodão não duram um mês, não comprem as de algodão, comprem essa de poliamida são muito boas e bem duráveis m.","Produto original, estava com medo de comprar e não ser igual ao original porém me surpreendeu a qualidade do produto em breve vou comprar mais cuecas!.",+10mil,69.99,0.925925925925926,0.1573380343763772,0.4098360655737705,0.1007980628218682,463,101,7,10000.0,0.0422919508867667,0.0300136425648021
1045,Kit 7 Calcinha Cós Elegante Cos Alto Conforto Microfibra,3.8,19.0,5.0,mallbeck-calcinha confortavel - calcinha tanga-,microfibra,Feminino,não definido,O pano não e bom.,Achei muito pequena comprei o tamanho g e não serviu e de cintura alta não tem nada tive que dar as minha pra minha irmã que é bem magra e não te. Barriguinha não compraria novamente e nem recomendo por conta do tamanho o tecido é bom.,Amei amei.,+100,49.12,0.5555555555555555,0.001983252534156,0.0,0.0652092357013744,476,101,1,100.0,0.0013642564802182,0.0300136425648021
1051,Kit 5 Bermuda Masculinha Moletinho Academia Verão Praia,4.3,6.0,5.0,canario,moletinho,Masculino,primavera/verão,Ficou perfeito. Se eu pudesse ter voltado no tempo eu teria comprado antes.,"Ótimo tecido costura e acabamento, já testei na academia algumas vezes, e passa bastante confiança na execução das atividades, melhor custo benefício, satisfeito.
Obs. Na execução de treinos de perna o celular no bolso não fica muito legal devido a necessidade dos movimentos, mas para corrida na esteira perfeito.",Eu gostei muito do produto.,+50,156.14,0.7407407407407406,0.00055090348171,0.0,0.2477064220183486,170,106,7,50.0,0.0100045475216007,0.0072760345611641
1057,Kit 2 Conjuntos Segunda Pele Forrada Frio Intenso,4.5,104.0,10.0,hot lee,poliéster,Sem gênero,outono/inverno,"O tecido é fino, achei que não protegeria do frio. Mas usei em um frio de 15⁰ com sensação de 10⁰ e aqueceu bastante. Usei apenas uma corta vento por cima.","Comprei o tamanho m ficou bom ,mas da próxima vez vou comprar um número maior para ficar mais soltinha tenho 1,72 e 67 kg.","O custo benefício é extraordinário! andei de moto num dia que estava 5 graus. Isso de temperatura, agora imagina de moto. A roupa térmica ajudou demais. Claro que sozinha não resolve, mas ela é muito muito leve e faz uma diferença enorme. Vale muito a pena.",+100,219.1,0.8148148148148148,0.011348611723226,0.0819672131147541,0.3550697452337915,357,122,3,100.0,0.0004547521600727,0.1173260572987721
1061,Kit 3 Pijama Feminino Longo Suede Inverno Frio Tecido Macio,4.7,18.0,10.0,donna babi,suede,Feminino,outono/inverno,Ótimo custo benefício pelo valor.,"Gostei muito do tecido,bem macio e confortável só não gostei das cores,veio dois pijama quase iguais. Poderia ser diferente , mas fora isso muito bom.",Os pijamas venham com cores muito feito comoum deles veio preto pra dormi acho que não é legal e ainda comprei pra presente não dá pra presentear 😢.,+25,145.31,0.888888888888889,0.001873071837814,0.0819672131147541,0.2292384297943453,245,147,3,25.0,0.0009095043201455,0.0009095043201455
1071,Kit 10 Peças Roupa Infantil Menino 5 Shorts + 5 Camisetas,3.2,5.0,10.0,imperio kids,algodão,Meninos,primavera/verão,Pelo preço bom.,Não é ruim razoável se todos fosse tectel séria perfeito!!!.,"Achei menor do que o número fala, e vieram sem etiquetas , por isso não pude confirmar se o tamanha que pedi era realmente o tamanho.",+25,155.31,0.3333333333333333,0.000440722785368,0.0819672131147541,0.2462910541932403,364,25,7,25.0,0.0086402910413824,0.176443838108231
1080,Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507.0,9.0,menina linda,jean,Feminino,primavera/verão,"Estou encantada com essas peças!.
Os shorts são lindos e super confortáveis, comprem sem medo!.","Recomendo, tecido confortável, igual a foto.","Gostei muito dos shorts, material bom, para usar no dia a dia está ótimo.",+1000,129.2,0.777777777777778,0.0557514323490524,0.0655737704918032,0.2017666518877255,509,74,7,1000.0,0.0100045475216007,0.0254661209640745
1087,Kit Com 10 Cuecas Boxer Masculina Polo London Club - Oferta,4.1,35.0,38.0,polo london club,algodão,Masculino,primavera/verão,"Produto médio, recomendo.",Muito bom.,Eu gostei.,+100,179.9,0.6666666666666666,0.003746143675628,0.5409836065573771,0.2882234575901231,617,25,7,100.0,0.0004547521600727,0.176443838108231
1088,Kit 2 Calças Jeans Masculina Com Lycra.,4.6,2146.0,5.0,almix,jean,Masculino,primavera/verão,"Obs: eu não suporto calças apertadas , e nem muito largas.
Numeração ( 42 ). Ficou ótima em mim.
Tenho 1. 80 de altura e uns 75kg.
Na cintura e nas coxas, ficou muito boa , ou seja.
- não ficou apertado e nem muito largo. ( ficou legal ).
Do joelho para baixo , ficaram retas ou seja, não tem modelagem , más, tbem não ficou feio , pois não ficou larga.
- elas ficam alinhado com o corpo , porém, não apertado.
Então ela é uma boa escolha para compra.
Porém , só um alerta !.
* ela é fina , tecido leve.
* comprimento é super grande.
Resumindo.
De 1 á 10 , ela valeu uns ( 8 ).","Gostei, as calças vestem bem, são confortáveis e o tecido tem qualidade. Por ter gostado resolvi comprar outro kit com três calças. Nesse kit tenho um reparo a fazer: a numeração que pedi foi 40 e a calça azul clara, apesar de ter na etiqueta a numeração 40, tinha o tamanho correspondente a 42 ou 44. Ficará grande e terei que mandar ajustar. O controle de qualidade poderia ser melhor efetuado nesses casos. No mais nada a reclamar.","Recomendo ótimo jeans tenho 1. 80 altura e 97 kg a número 48 ficou ótimo se eu quiser vou fazer é só o abanhado mas não fiz dobrei por dentro nem se percebe , não ficou colada no corpo que pra mim é ótimo.
Comprarei novamente em breve.
Que deus abençoe a todos.",+10mil,134.3,0.8518518518518517,0.2363375936535919,0.0,0.210463490331162,26,74,7,10000.0,0.0054570259208731,0.0254661209640745
1089,Kit 3 Calças Jogger Masculina Jeans Com Punho Elastico,4.3,779.0,9.0,gbgsports,sarja,Masculino,outono/inverno,"Calças com material inferior. Não vieram do mesmo tamanho. Pedi tamanho m/42 parece ser p e a que ficou boa parece ser g. Essas medidas não são confiáveis. O elástico do calcanhar de uma delas está frouxo. Tive preguiça de devolver. Esse deslocamento de ir até os correios me desanima. Comprei mais duas em outra loja. Vieram perfeitas. As daqui consegui vender pra compensar. Quem não liga pra esses detalhes pode comprar, fora isso não aconseho.","O produto veio com manchas e com mal cheiro e a qualidade do pano e horrível, não recomendo efetuarem uma compra nessa loja nem responder o chat que mandei falando das avarias do produto responderam totalmente sem suporte.","Comprei o kit que são três, porém são todas as três com a mesma numeração ,mas três tamanhos diferentes ,duas dá pra eu usar ,uma está perdida pelo tamanho, não compraria novamente, assim como de outros que atenderam minhas espectativas voltei à comprar novamente , tanto pra mim quanto aos meus próximos ,a qualidade atende ao que é descrito,.",+1000,182.34,0.7407407407407406,0.0857205817540767,0.0655737704918032,0.2923842979434535,324,138,3,1000.0,0.0059117780809458,0.0154615734424738
1108,5 Bermudas Fitness Feminina Tapa Bumbum Roupas Academia B05,4.5,6.0,11.0,própria,poliéster,Feminino,primavera/verão,"Ótimo produto malha muito boa.
Recomendo e vou comprar mais comprei a g de deu certinho.",Produto de ótima qualidade recomendado.,Pra um gg ficou bem apertado e transparente mas ok.,+25,149.41,0.8148148148148148,0.00055090348171,0.0983606557377049,0.2362300057978923,633,122,7,25.0,0.0100045475216007,0.1173260572987721
1109,Kit 3 Calça Jogger Ribana Feminina Para Academia Moda Fit,3.8,165.0,5.0,ems textil,"algodão, calca moletom",Feminino,outono/inverno,"O tecido é de qualidade não encolhe depois da lavagem,só achei a forma pequena uso g e pedi gg para ficar folgada mas não ficou.","O produto nao é de moleton, as cores sao nao possivel de escolher e de 3 calcas um delas apesar da etiqueta esta do tamanho solicitado, ela é claramente menor do que o indicado na etiqueta. O cordao tb é curto e facilmente se perde dentro da peça.",Se não fosse o fato de não poder escolher as cores eu diria que produto x preço talvez seja uma das melhores experiências de compra. Uma delas já lavei coloquei na secadora - ficou igual.,+1000,133.62,0.5555555555555555,0.0180696342000881,0.0,0.2093039118720371,264,35,3,1000.0,0.0004547521600727,0.0004547521600727
1116,Shorts Saia Jeans Plus Size Com Detalhes E Lycra,4.6,141.0,8.0,menina linda,algodão,Feminino,primavera/verão,"Eu uso 46, comprei 48 e ficou certinha portanto comprem um número maior! e se quiser larga comprem até 2 números maior, eu amei demais a saia fica linda e tem lycra então ela se ajusta ao corpo, gostei bastante.",Coube perfeitamente e super confortável.,"É bonito e veste bem, porém a saia poderia ser mais comprida, pois fica mostrando a barra do shorts. Visto 42, mas comprei 44 pra ficar mais confortável.",+1000,66.63,0.8518518518518517,0.0154252974878801,0.0491803278688524,0.0950683810238395,509,25,7,1000.0,0.0100045475216007,0.176443838108231
1130,Calça Moletom Masculina Flanelada Sem Punho Malwee,5.0,8.0,13.0,malwee,algodão,Masculino,outono/inverno,Ótimo produto.,Gostei muito do produto.,Malwee é ótima como sempre!.,+25,139.79,1.0,0.000771264874394,0.1311475409836065,0.2198253811261553,479,25,3,25.0,0.0031832651205093,0.176443838108231
1137,Kit 10 Cuecas Box Lupo Algodão Boxer Masculina Cotton Com Nf,4.5,795.0,44.0,lupo,algodão cotton,Masculino,primavera-verão - outono-inverno,"Visualmente falando, as cuecas são bonitas e demonstram ter qualidade. Entretanto, com o decorrer do uso, nota-se que a qualidade do referido produto caiu bastante (ou então não é original), o que é lamentável. Em pouco tempo, as cuecas se rasgaram na parte interna da coxa, devido ao atrito das coxas, fato que em outras épocas não acontecia.","Assim, como outros comentários e avaliações, a perna ou na coxa é bem justo mesmo, aí peguei a g e ficou bom na perna mas o elástico da cintura ficou levemente folgado, e o elástico é estreito,o que me preocupa com mais tempo fé uso, mas as cuecas são boas, talvez o molde da peça não seja compatível com o desenho do meu corpo.","Comprei anteriormente por duas vezes, ou seja, fiz uma recompra por acha-lo satisfatório e por último comprei para o meu filho, sendo assim, o mesmo produto foi comprado por três vezes. Excelente.",+10mil,317.9,0.8148148148148148,0.0874834728955487,0.639344262295082,0.523549674294874,463,30,5,10000.0,0.0422919508867667,0.003638017280582
1139,Kit 3 Short Jeans Cintura Alta Levanta Bumbum Destroyed,4.6,68.0,10.0,menina linda,algodão,Feminino,primavera/verão,Amei fica super confortável voltarei pra comprar mais uso 40 comprei 42 ficou ótimo não fica muito curto nota 10.,Dois no tamanho certo e um na numeração errada muito pequeno. Olias o mais bonito pequeno.,"Vieram quase perfeito, 2 deles vieram ótimos, só 1 deles que veio largo, na cor claro, parece até que era outro número. Fora isso tá ok. A qualidade do tecido é ótima, os tons tbm 💜.",+100,129.91,0.8518518518518517,0.007382106654914,0.0819672131147541,0.202977388220047,509,25,7,100.0,0.0100045475216007,0.176443838108231
1152,Calça Social Plus Size Feminina Roupa 50 Ao 54,4.5,91.0,16.0,annalu uniformes,two way bi elastic,Feminino,outono/inverno,"Levei em consideração o tamanho da tabela e ficou grande, tive que devolver e peguei no tamanho que eu uso e ficou perfeita! tecido bom, fino mas nada transparente. Recomendo o produto.
Compre do tamanho que você usa e não pela tabela.","A calça ficou do tamanho certo, mas as costuras não são reforçadas, a costura do ziper abriu logo nas primeiras vezes que usei. Em todas as calças. Precisa melhorar este detalhe.","Eu gostei muito do tecido,a única parte negativa e que deixou a desejar foram os bolsos da calça que não tinha, como estava na ilustração.",+1000,69.54,0.8148148148148148,0.00991626267078,0.180327868852459,0.100030694723918,47,172,3,1000.0,0.0004547521600727,0.0004547521600727
1160,Kit Com 4 Cueca Box Zorba Algodão - Boxer Sem Costura 781,4.7,215.0,25.0,zorba,algodão,Masculino,primavera-verão outono-inverno,"Ótimo produto, comprei 4 vezes já.","Produtos conforme anunciados e fotos! tecidos macios, que não machucam. Não desbotou e não encolheu com as lavagens! recomendo.","Produto de excelente qualidade, não encolhe, não desbota. Super confortável, meu marido e meu filho amaram, vou comprar mais com certeza.",+1000,105.99,0.888888888888889,0.0235786690171881,0.3278688524590164,0.1621875106578902,838,25,6,1000.0,0.0090950432014552,0.176443838108231
1183,Kit 4 Cuecas Boxer Lupo Em Algodão Masculina Cotton Original,4.6,2386.0,22.0,lupo,algodão,Masculino,primavera/verão,"Muito bom , eu sempre gostei de usar cueca com folga mas resolvi seguir as orientações das medidas na tabela e ficou ótimo. Peguei a m (normalmente pego um tamanho acima) mas ficou muito bom, perfeito. Se tivesse arriscado no tamanho g teria ficado muito largo. Tenho 1. 75 altura e 76kg.",As cuecas são de péssima qualidade as mais falsas que existe. Eu uso cuecas lupo há muito tempo não gostei porque é anunciado como original. Estou só o ódio.,"Eu tenho 1,80 e peso 80 kg, a g ficou perfeita.",+10mil,89.9,0.8518518518518517,0.2627809607756721,0.2786885245901639,0.1347498380000682,463,25,7,10000.0,0.0422919508867667,0.176443838108231
1186,Calça Térmica Masculina Roupa De Frio Forrada Legging,4.6,7.0,35.0,camiseta térmica/mundo térmico,poliester térmico peluciado + elastano,Masculino,primavera/verão,Produto bom.,Produto bem pequeno. Comprei a gg e ficou bem justa a calça.,Calça de excelente qualidade ficou perfeito.,+50,78.28,0.8518518518518517,0.000661084178052,0.4918032786885247,0.1149346884485522,167,119,7,50.0,0.0004547521600727,0.0004547521600727
1192,Short Jeans Feminino Cintura Alta Com Lycra Barra Desfiada,4.4,239.0,6.0,stillger,algodão,Feminino,primavera/verão,"O short é bom, so que seu tamanho é diferente só que promete.",Perfeito!.,Veste surpe bem.,+1000,44.29,0.777777777777778,0.0262230057293962,0.0163934426229508,0.0569728181167081,736,25,7,1000.0,0.0327421555252387,0.176443838108231
1201,Roupa Conjunto Térmica Grossa Frio Extremo Forrada + Brinde,4.7,212.0,11.0,neve,poliéster/elastano,Feminino,outono/inverno,"Como várias pessoas já reclamaram, a numeração do conjunto é totalmente incondizente. Pedi para numeração 40, mas a calça veste no máximo um 38 e a blusa é enorme - g ou gg. Mas mesmo assim consegui usar. Peguei temperaturas perto de 0 grau no sul e deu super certo! mantiveram a temperatura do corpo com apenas três camadas (termica+lã+casaco). Vale o custo benefício, mas acho que poderiam acertar a numeração.",Muito bom. Ja estou usando na neve. Adorei ganhar a luvinha. Está sendo muito util.,"Perfeito no corpo. A camiseta é compridinha (como eu gosto) e a calça perfeita. Muito bom. Quanto à proteção de frio extremo, só se usar o conjunto por baixo de blusão ou casaco. É quentinha, sim, mas não para polo norte.",+1000,139.71,0.888888888888889,0.0232481269281621,0.0983606557377049,0.2196889601309641,563,127,3,1000.0,0.0013642564802182,0.001819008640291
1204,Kit 3 Short Curto Soltinho Malha De Moletom C/bolso G1 Ao G6,4.0,3.0,8.0,colbacho,algodão,Feminino,primavera/verão,"Muito bom tecido , tamanho bom tmb , amei e vou comprar mais.",Amei!.,Achei que não tem nada a ver com a foto.,+25,113.6,0.6296296296296297,0.000220361392684,0.0491803278688524,0.1751645578254493,192,25,7,25.0,0.0054570259208731,0.176443838108231
1208,Shorts adidas 3 Stripes - Original,4.3,27.0,11.0,adidas,algodão/poliéster,Masculino,primavera/verão,Adidas sempre um bom produto gostei muito.,Excelente.,Adidas só o nome já diz tudo.,+100,199.99,0.7407407407407406,0.002864698104892,0.0983606557377049,0.3224821800075031,13,37,7,100.0,0.0109140518417462,0.0004547521600727
1214,Minhocão Calça Ceroula Masculina Long Leg Mijão Promoção,4.7,208.0,50.0,bela notte,algodão,Masculino,primavera/verão/outono/inverno,"O tamanho g ficou pequeno, tenho 1, 72 não era pra ficar.",Vestiu perfeitamente. Bastante confortável.,Ótimo produto. Já lavei e continua perfeito.,+1000,78.49,0.888888888888889,0.0228074041427941,0.7377049180327869,0.115292793560929,116,25,9,1000.0,0.0004547521600727,0.176443838108231
1219,Shorts Moletom Masculino Infantil Kit 7 Peças Promoção Cores,4.5,26.0,9.0,ak art lover,shorts de algodão para menino,Meninos,primavera/verão,Para criança de 10 anos e fica pequeno serve para criança de 8 anos mago.,Muito bom indico compraria denovo.,Muito bom.,+100,139.37,0.8148148148148148,0.00275451740855,0.0655737704918032,0.2191091709014017,18,145,7,100.0,0.001819008640291,0.0004547521600727
1284,Bermuda Short Jeans Masculino Plus Size 36 Ao 56 Elastano,4.8,6.0,5.0,galanteador,algodão,Masculino,primavera/verão,Lindas as bermudas e o cheiro bom que elas tem. Estou muito satisfeita.,Perfeito vou comprar outras.,"Gostei serviu meu marido gostou,.",+50,78.63,0.925925925925926,0.00055090348171,0.0,0.1155315303025135,320,25,7,50.0,0.0027285129604365,0.176443838108231
1286,Calça Treino Essentials 3 Listras Masculina adidas Novo,4.8,19.0,36.0,adidas,poliéster,Masculino,outono/inverno,"Que calça top , cor ,pano , caimento 👏.",Bom eu achei que tá muito caro pra uma calça com tecido reciclado eu me arrependi de ter comprado por um preço alto fora isso a calça até que é estilosa!.,Encontrei o que estava procurando a tempos.,+50,299.68,0.925925925925926,0.001983252534156,0.5081967213114754,0.4924797926400873,13,122,3,50.0,0.0109140518417462,0.1173260572987721
1290,Short Saia Jeans Plus Size Feminino Cintura Alta Com Lycra,4.9,77.0,11.0,stillger jeans,algodão,Feminino,primavera/verão,Perfeito demais!!!.,"Ele é lindo igual da foto,só tem um problema as medidas dele é bem pequena eu uso 48 e pelas medidas da tabela pedi o 52 e ficou perfeito.","Minhas expectativas foram preenchidas, amei. Seguir a dica de pegar um número maior do aue eu visto, fiquei com receio de ficar grande um saco, maia ficou maravilhoso, material ótimo 😍, igual a foto, veste muito bem,.",+100,72.88,0.9629629629629632,0.008373732921992,0.0983606557377049,0.1057262712731489,738,25,7,100.0,0.0154615734424738,0.176443838108231
1297,Camiseta Masculina Básica Atacado Algodão Penteado 5 Peças,4.8,21.0,19.0,ak art lover,camiseta básica de algodão masculina,Masculino,não definido,Amamos. Super indico. Fomos bem atendidos. Veio mt bem feita.,Atendeu perfeitamente as minhas expectativas.,Excelente.,+50,129.12,0.925925925925926,0.00220361392684,0.2295081967213114,0.2016302308925343,18,52,1,50.0,0.001819008640291,0.0004547521600727
1305,Kit 3 Short Jeans Feminino Cintura Alta Com Lycra Modelador,4.4,8.0,18.0,menina linda,algodão,Feminino,primavera/verão,Muito bom só que tem que comprar tamanho maior do que o de costume.,Comprei 3 da mesma numeração e vieram de tamanhos completamente diferentes.,Uma pequena média grande.,+5,149.17,0.777777777777778,0.000771264874394,0.2131147540983606,0.2358207428123188,509,25,7,5.0,0.0100045475216007,0.176443838108231
1330,Calça Jeans Super Lipo Feminina Azul Sawary,4.6,18.0,38.0,sawary,algodão,Feminino,outono/inverno,Calça maravilhosa. Só a perna que é um pouquinho larga. Mas eu gostei assim mesmo.,"Eu gostei, a cor tecido veio igual publicação, tamanho mesmo que eu já uso. Adorei.",Produto de ótima qualidade.,+100,183.99,0.8518518518518517,0.001873071837814,0.5409836065573771,0.2951979809692712,692,25,3,100.0,0.0068212824010914,0.176443838108231
1341,Short Masculino Malha Plana Aeroready adidas,4.8,14.0,5.0,adidas,poliéster,Masculino,não definido,"Muito bom, comprarei novamente e original.",Excepcional!!!.,Produto de excelente qualidade.,+100,129.99,0.925925925925926,0.001432349052446,0.0,0.2031138092152382,13,122,1,100.0,0.0109140518417462,0.1173260572987721
1342,Kit 9 Cuecas Lupo Slip Masculino Algodão Adulto Original,4.5,11.0,24.0,lupo,algodão,Masculino,outono/inverno,"Produto muito bom.
Mas pedi gg. Lá fala q vai até o número 52.
Eu uso 46 e mesmo assim ficou pqn.
Uma pena.","Excelente produto, só compro essa marca pela qualidade e durabilidade!.","Costura boa, tecido confortável, até o momento nada a reclamar, produto de qualidade.",+50,229.64,0.8148148148148148,0.00110180696342,0.3114754098360656,0.3730432113502268,463,25,3,50.0,0.0422919508867667,0.176443838108231
1343,"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,Estou dando 5 estrelas em todos pq tudo que compro no mercado livre e ótimo.,São só fino mais serve pra usar não esquenta sao fresquinho.,"Não veio como na foto.
É minúsculo!.
O tamanho eg adulto doei para uma criança de 9 anos.
O cumprimento das coxas veio errado! na foto mostra uma coisa e veio com 3 dedos !.
Não gostei!.",+1000,57.93,0.7037037037037038,0.009585720581754,0.0983606557377049,0.0802325977968009,719,122,7,1000.0,0.0022737608003638,0.1173260572987721
1345,Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,621.0,5.0,lupo,algodão 95%,Masculino,2021,"Horrível, não são originais, tecido áspero, tamanho não veste bem.","Produto de boa qualidade, compraria novamente. Satisfeita.",Excelente fica justinha no corpo bom material.,+1000,179.9,0.7037037037037038,0.0683120317320405,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
1353,Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,Muito bom o macacão. Consegui retirar as vespas sem problemas. Fica bem fechado. Nem foi necessário fechar botas e luvas com fita. É bem resistente e vai durar bastante tempo.,Ficou ótimo perfeito.,Beleza tudo ok muito boa.,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
